chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr3	106336963	-	hg38	273	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CBLB	FALSE	-	FALSE	-467540	CBLB	-467540
chr3	106529422	-	hg38	1099	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LINC00882	FALSE	-	FALSE	580366	CBLB	-659999
chr3	111597655	-	hg38	16	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CD96	TRUE	+	FALSE	0	CD200	-735290
chr3	111597969	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CD96	TRUE	+	FALSE	0	CD200	-734976
chr3	111603211	-	hg38	40	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CD96	TRUE	+	FALSE	0	CD200	-729734
chr3	111611939	-	hg38	1485	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CD96	TRUE	+	FALSE	-0	CD200	-721006
chr3	111612011	-	hg38	47	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CD96	TRUE	+	FALSE	-0	CD200	-720934
chr3	128793302	-	hg38	1446	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RAB7A	TRUE	+	FALSE	-0	RPN1	-142425
chr3	130728019	-	hg38	2435	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PIK3R4	TRUE	-	FALSE	0	CNBP	-1544051
chr3	133294270	-	hg38	80	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TMEM108	TRUE	+	FALSE	-0	BFSP2	-105723
chr3	15304224	-	hg38	29	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SH3BP5	TRUE	-	TRUE	0	XPC	-1125551
chr3	170056580	-	hg38	866	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GPR160	TRUE	+	FALSE	0	SKIL	-301103
chr3	31564831	-	hg38	554	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	STT3B	TRUE	+	FALSE	0	CMTM7	-826838
chr3	40309151	-	hg38	1265	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	EIF1B-AS1	TRUE	-	FALSE	0	EIF1B	-529
chr3	50340360	-	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RASSF1	TRUE	-	FALSE	0	RASSF1	0
chr3	5053106	-	hg38	3685	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	BHLHE40	FALSE	+	FALSE	67924	CNTN4	1995144
chr3	53109794	-	hg38	2288	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RFT1	TRUE	-	FALSE	0	PRKCD	-51411
chr3	53269774	-	hg38	29	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DCP1A	FALSE	-	FALSE	13647	PRKCD	77056
chr3	98554546	-	hg38	3674	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GPR15	FALSE	+	FALSE	19866	RIOX2	-582094
chr3	108089329	+	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CD47	TRUE	-	FALSE	0	CBLB	-2219906
chr3	122004132	+	hg38	53	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ILDR1	TRUE	-	FALSE	-0	CSTA	-321030
chr3	122662131	+	hg38	2042	pin36	xxx	GTSP4719	PBMC	W8	3	0.6451612903225806	PARP14	FALSE	+	FALSE	-18692	HSPBAP1	77864
chr3	12425818	+	hg38	18	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PPARG	TRUE	+	FALSE	-0	PPARG	-0
chr3	179149264	+	hg38	9	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PIK3CA	TRUE	+	FALSE	0	PIK3CA	0
chr3	180189616	+	hg38	2116	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PEX5L	FALSE	-	FALSE	-152562	PIK3CA	949522
chr3	182981632	+	hg38	55	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DCUN1D1	TRUE	-	FALSE	0	SOX2	1267195
chr3	56557753	+	hg38	1783	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CCDC66	TRUE	+	FALSE	0	ERC2	-89389
chr3	98526009	+	hg38	5	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CLDND1	FALSE	-	FALSE	-2942	RIOX2	-553557
chr4	10470495	-	hg38	5	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ZNF518B	FALSE	-	FALSE	-13086	S100P	3773324
chr4	15097678	-	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LOC101929095	TRUE	-	FALSE	-0	S100P	8400507
chr4	26174289	-	hg38	255	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RBPJ	FALSE	+	FALSE	-145419	SLC34A2	495540
chr4	39460660	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LIAS	TRUE	+	FALSE	0	RHOH	-730349
chr4	40826534	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	APBB2	TRUE	-	FALSE	-0	RHOH	581769
chr4	76023797	-	hg38	9	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ART3	TRUE	+	FALSE	0	CXCL10	-260
chr4	8414817	-	hg38	2377	pin36	xxx	GTSP4719	PBMC	W8	3	0.6451612903225806	ACOX3	TRUE	-	FALSE	0	S100P	1717646
chr4	89466305	-	hg38	25	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GPRIN3	FALSE	-	FALSE	-158294	SPP1	1482893
chr4	98485036	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TSPAN5	TRUE	-	FALSE	-0	RAP1GDS1	41174
chr4	98485686	-	hg38	10	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TSPAN5	TRUE	-	FALSE	-0	RAP1GDS1	41824
chr4	103077022	+	hg38	139	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SLC9B2	TRUE	-	FALSE	0	NFKB1	459719
chr4	147792724	+	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ARHGAP10	TRUE	+	FALSE	0	NR3C2	286038
chr4	168878914	+	hg38	332	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PALLD	TRUE	+	FALSE	-0	NPY1R	-5546118
chr4	184535138	+	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LINC02427	TRUE	-	FALSE	0	ING2	1022709
chr4	26177652	+	hg38	70	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RBPJ	FALSE	+	FALSE	-142056	SLC34A2	498903
chr4	38179977	+	hg38	1564	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	TBC1D1	FALSE	+	FALSE	40801	KLF3	-484190
chr4	47532975	+	hg38	207	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ATP10D	TRUE	+	FALSE	0	TEC	602806
chr4	82903316	+	hg38	2052	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	THAP9	TRUE	+	FALSE	0	HPSE	389143
chr4	99855335	+	hg38	65	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DAPP1	TRUE	+	FALSE	-0	TRMT10A	-291277
chr5	143585372	-	hg38	6	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	MIR5197	FALSE	+	FALSE	-94486	ARHGAP26	356360
chr5	145977664	-	hg38	9	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SH3RF2	TRUE	+	FALSE	0	SPINK7	-2334761
chr5	148383680	-	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LOC102546294	TRUE	-	TRUE	0	SPINK7	67760
chr5	151383661	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SLC36A2	FALSE	-	FALSE	-36070	FAT2	120429
chr5	171957599	-	hg38	103	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	FBXW11	TRUE	-	TRUE	0	NPM1	546714
chr5	176843087	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	UNC5A	TRUE	+	FALSE	0	FGFR4	-243783
chr5	177428600	-	hg38	516	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GRK6	TRUE	+	FALSE	0	DBN1	28011
chr5	251921	-	hg38	9	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SDHA	TRUE	+	FALSE	-0	PDCD6	-19698
chr5	252035	-	hg38	10	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SDHA	TRUE	+	FALSE	-0	PDCD6	-19584
chr5	252092	-	hg38	95	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SDHA	TRUE	+	FALSE	-0	PDCD6	-19527
chr5	379867	-	hg38	25	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	AHRR	TRUE	+	FALSE	-0	PDCD6	64892
chr5	43065393	-	hg38	35	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LOC648987,LOC100132356	TRUE	-,-	TRUE	0	GHR	343514
chr5	54644877	-	hg38	395	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LOC102467080	FALSE	-	FALSE	15279	FST	1158402
chr5	54719166	-	hg38	92	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LOC102467080	TRUE	-	FALSE	0	IL6ST	1215927
chr5	61537467	-	hg38	14	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ZSWIM6	TRUE	+	FALSE	-0	ERCC8	-592388
chr5	62284887	-	hg38	15	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	KIF2A	FALSE	+	FALSE	-21273	ERCC8	-1339808
chr5	81419470	-	hg38	1551	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SSBP2	TRUE	-	TRUE	-0	RASGRF2	189307
chr5	102293225	+	hg38	4	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SLCO4C1	TRUE	-	FALSE	0	LNPEP	5263813
chr5	111229727	+	hg38	1539	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CAMK4	TRUE	+	FALSE	0	APC	-1477776
chr5	115840058	+	hg38	13	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ATG12	TRUE	-	FALSE	0	MCC	-2351227
chr5	178241171	+	hg38	855	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	COL23A1	TRUE	-	FALSE	-0	RMND5B	92600
chr5	32164991	+	hg38	376	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GOLPH3	TRUE	-	FALSE	0	PRLR	2883763
chr5	34007096	+	hg38	1059	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	AMACR,C1QTNF3-AMACR	TRUE	-,-	FALSE	-0	PRLR	1041658
chr5	399608	+	hg38	24	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	AHRR	TRUE	+	FALSE	-0	PDCD6	84633
chr5	56328582	+	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ANKRD55	FALSE	-	FALSE	-95222	IL6ST	-333588
chr5	66144694	+	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SREK1	TRUE	+	FALSE	0	PIK3R1	-2071060
chr6	119316933	-	hg38	14	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	MAN1A1	TRUE	-	FALSE	0	GOPC	-1714390
chr6	130188188	-	hg38	1540	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SAMD3	TRUE	-	FALSE	-0	PTPRK	-1667513
chr6	130266388	-	hg38	81	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SAMD3	TRUE	-	FALSE	0	CTGF	1681786
chr6	152213940	-	hg38	2314	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SYNE1	TRUE	-	FALSE	-0	SYNE1	-0
chr6	16473107	-	hg38	6	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ATXN1	TRUE	-	FALSE	-0	DEK	1751060
chr6	37041085	-	hg38	219	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	FGD2	FALSE	+	FALSE	12015	PIM1	-129059
chr6	80524550	-	hg38	20	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	BCKDHB	FALSE	+	FALSE	178279	SH3BGRL2	820879
chr6	90258532	-	hg38	2195	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	BACH2	TRUE	-	FALSE	0	BACH2	0
chr6	105647912	+	hg38	35	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PREP	FALSE	-	FALSE	-244787	PRDM1	-438406
chr6	108879668	+	hg38	27	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ARMC2	TRUE	+	FALSE	0	FOXO3	194899
chr6	11258004	+	hg38	2324	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	NEDD9	TRUE	-	FALSE	-0	HIVEP1	-754485
chr6	16437514	+	hg38	135	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ATXN1	TRUE	-	FALSE	-0	DEK	1786653
chr6	30768527	+	hg38	63	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	HCG20	TRUE	+	FALSE	0	IER3	-23976
chr6	31826811	+	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	HSPA1B	FALSE	+	FALSE	-922	SLC44A4	36379
chr6	42293588	+	hg38	1514	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	TRERF1	TRUE	-	FALSE	-0	CCND3	-244693
chr6	52250801	+	hg38	2252	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	IL17F	FALSE	-	FALSE	-6300	IL17A	60162
chr6	69796410	+	hg38	48	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LMBRD1	TRUE	-	FALSE	0	COL19A1	-70144
chr7	11130605	-	hg38	5	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PHF14	TRUE	+	FALSE	-0	ETV1	2760622
chr7	118313010	-	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ANKRD7	FALSE	+	FALSE	70278	WNT2	-989720
chr7	12720437	-	hg38	1613	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ARL4A	FALSE	+	FALSE	29502	ETV1	1170790
chr7	139072113	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ZC3HAV1	TRUE	-	FALSE	-0	KIAA1549	-90794
chr7	139133748	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TTC26	TRUE	+	TRUE	0	KIAA1549	-152429
chr7	142788428	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PRSS2	FALSE	+	FALSE	13863	EPHB6	-66584
chr7	21937726	-	hg38	1191	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CDCA7L	TRUE	-	FALSE	0	IL6	-789414
chr7	2529286	-	hg38	1887	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	LFNG	FALSE	+	FALSE	108	LFNG	108
chr7	55133570	-	hg38	5	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	EGFR	TRUE	+	FALSE	-0	EGFR	-0
chr7	75147356	-	hg38	831	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GTF2IRD2B	TRUE	+	FALSE	-0	HIP1	385940
chr7	116511131	+	hg38	3	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CAV2	FALSE	+	FALSE	2589	CAV1	-13652
chr7	134731087	+	hg38	2037	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	CALD1	FALSE	+	FALSE	-48324	LRGUK	466495
chr7	139104125	+	hg38	10	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ZC3HAV1	TRUE	-	FALSE	0	KIAA1549	-122806
chr7	149211004	+	hg38	507	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ZNF282	TRUE	+	FALSE	-0	EZH2	-326654
chr7	150581829	+	hg38	52	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GIMAP4	FALSE	+	FALSE	7875	GIMAP7	60755
chr7	21237702	+	hg38	1311	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SP4	FALSE	+	FALSE	-190330	ABCB5	480687
chr7	3064604	+	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CARD11	FALSE	-	FALSE	-20658	CARD11	-20658
chr7	43653770	+	hg38	21	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	COA1	TRUE	-	FALSE	-0	CAMK2B	563378
chr7	50396357	+	hg38	189	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	IKZF1	TRUE	+	FALSE	-0	IKZF1	-0
chr7	73245209	+	hg38	28	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	NCF1B	FALSE	+	FALSE	9263	BCL7B	291142
chr7	74798603	+	hg38	53	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GTF2IRD2	TRUE	-	FALSE	-0	LIMK1	676077
chr8	124628879	-	hg38	799	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	MTSS1	TRUE	-	FALSE	-0	RNF139	140260
chr8	2160344	-	hg38	15	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	MYOM2	FALSE	+	FALSE	14887	ERICH1	-1429104
chr8	28084704	-	hg38	67	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	NUGGC	FALSE	-	FALSE	-832	CLU	-469892
chr8	38362161	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	NSD3	TRUE	-	FALSE	0	NSD3	0
chr8	102411598	+	hg38	99	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	UBR5	TRUE	-	FALSE	0	BAALC	-729093
chr8	131904693	+	hg38	912	pin36	xxx	GTSP4719	PBMC	W8	2	0.43010752688172044	EFR3A	TRUE	+	TRUE	0	NDRG1	1332476
chr8	1734900	+	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DLGAP2	FALSE	+	FALSE	26423	ERICH1	-1003660
chr8	17920618	+	hg38	1748	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PCM1	FALSE	+	FALSE	-2237	PCM1	-2237
chr8	17921179	+	hg38	849	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PCM1	FALSE	+	FALSE	-1676	PCM1	-1676
chr8	19452708	+	hg38	599	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CSGALNACT1	TRUE	-	FALSE	-0	NAT2	1051494
chr8	21913745	+	hg38	485	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DOK2	FALSE	-	FALSE	-36	EGR3	773914
chr8	23782659	+	hg38	743	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	STC1	FALSE	-	FALSE	59260	NKX3-1	-99721
chr8	27379443	+	hg38	77	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PTK2B	TRUE	+	FALSE	0	CLU	217472
chr8	29443684	+	hg38	31	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DUSP4	FALSE	-	FALSE	-92933	WRN	-1589576
chr8	37269502	+	hg38	357	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LINC01605	FALSE	-	FALSE	136960	EIF4EBP1	-760998
chr8	37737621	+	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ERLIN2	TRUE	+	FALSE	0	EIF4EBP1	-292879
chr8	67392332	+	hg38	707	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LOC102724708	TRUE	+	FALSE	0	MYBL1	-779082
chr8	70141811	+	hg38	1907	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	NCOA2	TRUE	-	FALSE	-0	NCOA2	-0
chr8	73481722	+	hg38	12	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	STAU2	TRUE	-	FALSE	-0	NCOA2	-3077483
chr8	76954405	+	hg38	2033	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	MIR3149	FALSE	-	FALSE	12361	IL7	1778365
chr8	89972814	+	hg38	7	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	NBN	TRUE	-	FALSE	0	NBN	0
chr9	137204396	-	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TMEM203	TRUE	-	TRUE	-0	MAMDC4	343596
chr9	19183177	-	hg38	23	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DENND4C	FALSE	+	FALSE	-47311	MLLT3	1158486
chr9	3527884	-	hg38	5	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RFX3	FALSE	-	FALSE	-1882	JAK2	-1457200
chr9	7793710	-	hg38	2024	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	DMAC1	FALSE	-	FALSE	2778	PTPRD	520534
chr9	89423038	-	hg38	85	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SEMA4D	TRUE	-	FALSE	0	SEMA4D	0
chr9	120933180	+	hg38	9	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TRAF1	FALSE	-	FALSE	-4006	TRAF1	-4006
chr9	130037806	+	hg38	34	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	FNBP1	TRUE	-	FALSE	0	FNBP1	0
chr9	131733639	+	hg38	1	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	RAPGEF1	TRUE	-	FALSE	0	RAPGEF1	0
chr9	132351964	+	hg38	378	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SETX	TRUE	-	FALSE	0	TSC1	539382
chr9	1897986	+	hg38	20	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SMARCA2	FALSE	+	FALSE	-117231	JAK2	-3087098
chr9	30080213	+	hg38	5	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	LINC01242	FALSE	-	FALSE	308720	TOPORS	2460329
chr9	73149404	+	hg38	50	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ANXA1	FALSE	+	FALSE	-2325	ANXA1	-2325
chr9	88465057	+	hg38	2584	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	SPIN1	TRUE	+	FALSE	-0	CDK20	-490276
chr9	94861613	+	hg38	22	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	C9orf3	TRUE	+	FALSE	0	FANCC	237439
chrX	10098762	-	hg38	9	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	WWC3	TRUE	+	FALSE	-0	MID1	346546
chrX	149551983	-	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	CXorf40A	TRUE	+	TRUE	-0	BGN	-3942904
chrX	24466158	-	hg38	6	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	PDK3	TRUE	+	FALSE	0	EIF1AX	-4324309
chrX	85004791	-	hg38	1752	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	APOOL	TRUE	+	FALSE	0	DACH2	-1143658
chrX	30649756	+	hg38	2	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	GK	FALSE	+	FALSE	-3601	TAB3	177684
chrY	12663803	+	hg38	222	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	TTTY15	TRUE	+	FALSE	0	P2RY8	-11126658
chrY	2947809	+	hg38	58	pin36	xxx	GTSP4719	PBMC	W8	1	0.21505376344086022	ZFY	TRUE	+	FALSE	0	P2RY8	-1410664
chr1	100450744	-	hg38	124	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	CDC14A	TRUE	+	FALSE	-0	COL11A1	2425721
chr1	111665070	-	hg38	2084	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	RAP1A	TRUE	+	FALSE	0	RAP1A	0
chr1	12438955	-	hg38	4	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	VPS13D	TRUE	+	FALSE	-0	DHRS3	128953
chr1	14801946	-	hg38	5	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	KAZN	TRUE	+	FALSE	0	CASP9	689453
chr1	150580106	-	hg38	73	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	MCL1	FALSE	-	FALSE	-367	MCL1	-367
chr1	156504696	-	hg38	2929	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	MEF2D	FALSE	-	FALSE	-3853	MEF2D	-3853
chr1	228982292	-	hg38	1	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	RHOU	FALSE	+	FALSE	235622	NUP133	459003
chr1	236523314	-	hg38	319	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	LGALS8,LGALS8-AS1	TRUE	+,-	TRUE	-0	RBM34	-1361697
chr1	31440403	-	hg38	1	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	SERINC2	FALSE	+	FALSE	5722	FABP3	-67114
chr1	39789836	-	hg38	2155	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	LOC101929536	TRUE	+	TRUE	-0	MYCL	105586
chr1	41894387	-	hg38	7221	pin36	xxx	GTSP4728	PBMC	Y4	2	0.8064516129032258	HIVEP3	TRUE	-	FALSE	0	HIVEP3	0
chr1	59484075	-	hg38	2	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	FGGY	TRUE	+	FALSE	0	JUN	-699961
chr1	6038353	-	hg38	1	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	KCNAB2	TRUE	+	FALSE	0	CHD5	63432
chr1	67373170	-	hg38	1	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	IL12RB2	TRUE	+	FALSE	-0	GADD45A	-312005
chr1	76717751	-	hg38	107	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	LINC02567	FALSE	-	FALSE	40371	RABGGTB	922660
chr1	95129664	-	hg38	1	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	TMEM56,TMEM56-RWDD3	TRUE	+,+	FALSE	-0	ALG14	-56712
chr1	100046643	+	hg38	254	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	MFSD14A	TRUE	+	FALSE	0	COL11A1	2829822
chr1	159016097	+	hg38	67	pin36	xxx	GTSP4728	PBMC	Y4	1	0.4032258064516129	IFI16	TRUE	+	FALSE	0	IGSF8	1075240
chr1	166170574	+	hg38	6249	pin36	xxx	GTSP4728	PBMC	Y4	2	0.8064516129032258	FAM78B	FALSE	-	FALSE	-3818	GPA33	882260
