posid,PBMC/D0,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,patient
chr17-17960439,1,0,0,0,0,0,0,0,0,pin26
chr17-18902504,1,0,0,0,0,0,0,0,0,pin26
chr17-19647681,1,0,0,0,0,0,0,0,0,pin26
chr17-20155499,0,0,0,0,0,0,0,1,0,pin26
chr17-2262462,0,0,1,0,0,0,0,0,0,pin26
chr17-2591033,1,0,0,0,0,0,0,0,0,pin26
chr17-27470670,1,0,0,0,0,0,0,0,0,pin26
chr17-27926262,1,0,0,0,0,0,0,0,0,pin26
chr17-28646153,0,0,1,0,0,0,0,0,0,pin26
chr17-29705798,0,0,0,0,0,0,0,0,1,pin26
chr17-30825284,0,0,1,0,0,0,0,0,0,pin26
chr17-31316779,0,0,0,0,1,0,0,0,0,pin26
chr17-31320564,2,0,0,0,0,0,0,0,0,pin26
chr17-32077431,0,0,0,0,0,0,1,0,0,pin26
chr17-32504448,1,0,0,0,0,0,0,0,0,pin26
chr17-32905400,0,0,0,0,0,0,0,1,0,pin26
chr17-35052268,0,0,0,0,0,0,0,0,1,pin26
chr17-35064850,1,0,0,0,0,0,0,0,0,pin26
chr17-35088790,0,0,0,1,0,0,0,0,0,pin26
chr17-35214838,0,0,0,0,0,0,0,0,1,pin26
chr17-35375347,0,0,0,0,0,0,0,0,1,pin26
chr17-35539003,0,0,0,0,0,0,0,1,0,pin26
chr17-35541331,1,0,0,0,0,0,0,0,0,pin26
chr17-35879208,0,0,0,0,0,1,0,0,0,pin26
chr17-3750913,1,0,0,0,0,0,0,0,0,pin26
chr17-38701285,0,0,0,1,0,0,0,0,0,pin26
chr17-38840724,1,0,0,0,0,0,0,0,0,pin26
chr17-39852865,1,0,0,0,0,0,0,0,0,pin26
chr17-39853011,0,0,1,0,0,0,0,0,0,pin26
chr17-40581844,0,0,1,0,0,0,0,0,0,pin26
chr17-41403435,0,0,1,0,0,0,0,0,0,pin26
chr17-415322,1,0,0,0,0,0,0,0,0,pin26
chr17-42273819,0,0,0,0,0,0,0,0,1,pin26
chr17-44775517,1,0,0,0,0,0,0,0,0,pin26
chr17-45050953,1,0,0,0,0,0,0,0,0,pin26
chr17-45228524,0,0,1,0,0,0,0,0,0,pin26
chr17-45585477,0,0,0,0,3,0,0,0,0,pin26
chr17-46923465,0,0,0,0,0,0,0,0,1,pin26
chr17-4728066,0,0,0,1,0,0,0,0,0,pin26
chr17-50152728,1,0,0,0,0,0,0,0,0,pin26
chr17-5031557,0,0,1,0,0,0,0,0,0,pin26
chr17-50915290,0,0,1,0,0,0,0,0,0,pin26
chr17-5437878,1,0,0,0,0,0,0,0,0,pin26
chr17-55089802,0,0,0,1,0,0,0,0,0,pin26
chr17-55420522,0,0,1,0,0,0,0,0,0,pin26
chr17-56297639,0,0,0,1,0,0,0,0,0,pin26
chr17-57462630,1,0,0,0,0,0,0,0,0,pin26
chr17-57603628,1,0,0,0,0,0,0,0,0,pin26
chr17-58414487,1,0,0,0,0,0,0,0,0,pin26
chr17-59001350,0,0,1,0,0,0,0,0,0,pin26
chr17-59755365,0,0,0,0,0,0,0,1,0,pin26
chr17-59827696,0,0,0,0,0,0,0,1,0,pin26
chr17-59827914,0,0,0,1,0,0,0,0,0,pin26
chr17-59831821,1,0,0,0,0,0,0,0,0,pin26
chr17-59847474,0,0,0,0,0,0,0,0,1,pin26
chr17-63067396,0,0,0,0,0,0,0,1,0,pin26
chr17-66719220,1,0,0,0,0,0,0,0,0,pin26
chr17-67383217,2,0,0,0,0,0,0,0,0,pin26
chr17-67394209,1,0,0,0,0,0,0,0,0,pin26
chr17-67479215,0,0,1,0,0,0,0,0,0,pin26
chr17-67479649,1,0,0,0,0,0,0,0,0,pin26
chr17-68347972,1,0,0,0,0,0,0,0,0,pin26
chr17-68384338,1,0,0,0,0,0,0,0,0,pin26
chr17-68462675,0,0,1,0,0,0,0,0,0,pin26
chr17-68487962,0,0,1,0,0,0,0,0,0,pin26
chr17-68488601,0,0,0,0,0,0,4,0,0,pin26
chr17-69602856,0,0,1,0,0,0,0,0,0,pin26
chr17-73143916,1,0,0,0,0,0,0,0,0,pin26
chr17-73210342,0,0,0,0,2,0,0,0,0,pin26
chr17-74513291,0,0,0,0,0,0,0,1,0,pin26
chr17-75785379,0,0,1,0,0,0,0,0,0,pin26
chr17-77189636,0,0,0,1,0,0,0,0,0,pin26
chr17-78355914,1,0,0,0,0,0,0,0,0,pin26
chr17-78754156,1,0,0,0,0,0,0,0,0,pin26
chr17-78772220,0,0,0,1,0,0,0,0,0,pin26
chr17-79796680,1,0,0,0,0,0,0,0,0,pin26
chr17-79997236,1,0,0,0,0,0,0,0,0,pin26
chr17-80675909,0,0,0,1,0,0,0,0,0,pin26
chr17-80677751,1,0,0,0,0,0,0,0,0,pin26
chr17-80763006,0,0,0,0,0,1,0,0,0,pin26
chr17-80890768,0,0,0,0,0,0,0,0,1,pin26
chr17-81531330,0,0,1,0,0,0,0,0,0,pin26
chr17-8247735,2,0,0,0,0,0,0,0,0,pin26
chr17-82886444,1,0,0,0,0,0,0,0,0,pin26
chr17+10187152,0,0,1,0,0,0,0,0,0,pin26
chr17+10698802,0,0,0,0,0,0,0,0,1,pin26
chr17+14115375,1,0,0,0,0,0,0,0,0,pin26
chr17+14118497,1,0,0,0,0,0,0,0,0,pin26
chr17+16288479,1,0,0,0,0,0,0,0,0,pin26
chr17+17848398,0,0,1,0,0,0,0,0,0,pin26
chr17+18920491,1,0,0,0,0,0,0,0,0,pin26
chr17+20263414,1,0,0,0,0,0,0,0,0,pin26
chr17+2051980,1,0,0,0,0,0,0,0,0,pin26
chr17+27474419,1,0,0,0,0,0,0,0,0,pin26
chr17+28727727,1,0,0,0,0,0,0,0,0,pin26
chr17+28729582,0,0,0,0,1,0,0,0,0,pin26
chr17+28735616,1,0,0,0,0,0,0,0,0,pin26
chr17+29705806,0,0,0,0,0,0,0,2,0,pin26
chr17+31317124,0,0,0,0,0,0,0,1,0,pin26
chr17+31321029,1,0,0,0,0,0,0,0,0,pin26
chr17+31509814,1,0,0,0,0,0,0,0,0,pin26
chr17+35052610,0,0,0,1,0,0,0,0,0,pin26
chr17+35922893,1,0,0,0,0,0,0,0,0,pin26
chr17+36091849,1,0,0,0,0,0,0,0,0,pin26
chr17+36485465,0,0,0,0,0,0,0,1,0,pin26
chr17+3712642,1,0,0,0,0,0,0,0,0,pin26
chr17+3751695,0,0,0,1,0,0,0,0,0,pin26
chr17+3845809,1,0,0,0,0,0,0,0,0,pin26
chr17+39766943,0,0,1,0,0,0,0,0,0,pin26
chr17+40597052,0,0,0,0,0,1,0,0,0,pin26
chr17+416266,1,0,0,0,0,0,0,0,0,pin26
chr17+416658,0,0,1,0,0,0,0,0,0,pin26
chr17+42270796,0,0,1,0,0,0,0,0,0,pin26
chr17+42562733,0,0,1,0,0,0,0,0,0,pin26
chr17+43176070,0,0,0,0,0,0,0,1,0,pin26
chr17+45248824,0,0,0,1,0,0,0,0,0,pin26
chr17+45313314,0,0,0,1,0,0,0,0,0,pin26
chr17+47706311,0,0,0,0,0,0,0,2,0,pin26
chr17+48482972,1,0,0,0,0,0,0,0,0,pin26
chr17+49212046,1,0,0,0,0,0,0,0,0,pin26
chr17+4945736,1,0,0,0,0,0,0,0,0,pin26
chr17+50328305,0,0,0,0,0,0,0,1,0,pin26
chr17+55417361,0,0,0,2,0,0,0,0,0,pin26
chr17+56022419,0,0,0,1,0,0,0,0,0,pin26
chr17+57284453,1,0,0,0,0,0,0,0,0,pin26
chr17+57407789,1,0,0,0,0,0,0,0,0,pin26
chr17+57441485,1,0,0,0,0,0,0,0,0,pin26
chr17+57442937,0,0,1,0,0,0,0,0,0,pin26
chr17+57461670,0,0,0,0,1,0,0,0,0,pin26
chr17+57462057,1,0,0,0,0,0,0,0,0,pin26
chr17+57462385,0,0,0,0,0,0,0,1,0,pin26
chr17+57827741,1,0,0,0,0,0,0,0,0,pin26
chr17+58338440,0,0,1,0,0,0,0,0,0,pin26
chr17+59687043,0,0,0,0,0,0,0,1,0,pin26
chr17+59782938,0,0,0,0,0,0,0,1,0,pin26
chr17+59827047,1,0,0,0,0,0,0,0,0,pin26
chr17+60598931,0,0,1,0,0,0,0,0,0,pin26
chr17+64102792,0,0,0,0,1,0,0,0,0,pin26
chr17+64532795,1,0,0,0,0,0,0,0,0,pin26
chr17+64983542,0,0,0,1,0,0,0,0,0,pin26
chr17+65175751,0,0,0,0,0,0,0,1,0,pin26
chr17+65194254,0,0,1,0,0,0,0,0,0,pin26
chr17+68290605,0,0,1,0,0,0,0,0,0,pin26
chr17+68345895,1,0,0,0,0,0,0,0,0,pin26
chr17+68347969,1,0,0,0,0,0,0,0,0,pin26
chr17+68460457,1,0,0,0,0,0,0,0,0,pin26
chr17+68462382,0,0,0,1,0,0,0,0,0,pin26
chr17+6926985,1,0,0,0,0,0,0,0,0,pin26
chr17+69415169,1,0,0,0,0,0,0,0,0,pin26
chr17+69416086,0,0,0,0,1,0,0,0,0,pin26
chr17+6947782,0,0,1,0,0,0,0,0,0,pin26
chr17+7035332,0,0,1,0,0,0,0,0,0,pin26
chr17+7252796,0,0,0,0,0,0,0,2,0,pin26
chr17+72708558,0,0,0,0,0,0,0,1,0,pin26
chr17+7454383,1,0,0,0,0,0,0,0,0,pin26
chr17+7549760,0,0,0,0,0,0,0,1,0,pin26
chr17+76737123,0,0,1,0,0,0,0,0,0,pin26
chr17+77459307,1,0,0,0,0,0,0,0,0,pin26
chr17+77462541,1,0,0,0,0,0,0,0,0,pin26
chr17+78131148,2,0,0,0,0,0,0,0,0,pin26
chr17+78131217,0,0,0,1,0,0,0,0,0,pin26
chr17+7989586,1,0,0,0,0,0,0,0,0,pin26
chr17+79998178,1,0,0,0,0,0,0,0,0,pin26
chr17+80674093,0,0,0,1,0,0,0,0,0,pin26
chr17+80766189,1,0,0,0,0,0,0,0,0,pin26
chr17+8124363,1,0,0,0,0,0,0,0,0,pin26
chr17+82302566,1,0,0,0,0,0,0,0,0,pin26
chr17+82449853,0,0,1,0,0,0,0,0,0,pin26
chr17+82451668,0,0,0,2,0,0,0,0,0,pin26
chr17+8287780,1,0,0,0,0,0,0,0,0,pin26
chr17+8936346,0,0,0,0,1,0,0,0,0,pin26
chr17+8940073,0,0,0,0,0,0,0,1,0,pin26
chr18-13277746,0,0,1,0,0,0,0,0,0,pin26
chr18-13279776,1,0,0,0,0,0,0,0,0,pin26
chr18-13578271,0,0,0,0,0,1,0,0,0,pin26
chr18-13611067,0,0,0,1,0,0,0,0,0,pin26
chr18-13611081,0,0,0,1,0,0,0,0,0,pin26
chr18-13613467,1,0,0,0,0,0,0,0,0,pin26
chr18-23229094,0,0,0,0,0,0,0,1,0,pin26
chr18-23865644,0,0,0,0,0,0,0,0,1,pin26
chr18-2641962,0,0,0,0,0,0,0,0,1,pin26
chr18-269155,0,0,0,0,0,0,0,1,0,pin26
chr18-2713675,1,0,0,0,0,0,0,0,0,pin26
chr18-2846481,1,0,0,0,0,0,0,0,0,pin26
chr18-35122151,0,0,0,0,0,1,0,0,0,pin26
chr18-35817455,0,1,0,0,0,0,0,0,0,pin26
chr18-3624959,0,0,0,1,0,0,0,0,0,pin26
chr18-3626038,1,0,0,0,0,0,0,0,0,pin26
chr18-46099430,1,0,0,0,0,0,0,0,0,pin26
chr18-46250315,1,0,0,0,0,0,0,0,0,pin26
chr18-46668360,0,0,0,0,0,1,0,0,0,pin26
chr18-47944755,0,0,0,1,0,0,0,0,0,pin26
chr18-48924875,0,0,1,0,0,0,0,0,0,pin26
chr18-48935586,0,0,1,0,0,0,0,0,0,pin26
chr18-51029412,0,0,0,0,0,0,0,1,0,pin26
chr18-54148379,0,0,0,0,1,0,0,0,0,pin26
chr18-54180838,0,0,2,0,0,0,0,0,0,pin26
chr18-54209538,1,0,0,0,0,0,0,0,0,pin26
chr18-55251590,1,0,0,0,0,0,0,0,0,pin26
chr18-58438770,0,0,1,0,0,0,0,0,0,pin26
chr18-58697499,1,0,0,0,0,0,0,0,0,pin26
chr18-62868954,1,0,0,0,0,0,0,0,0,pin26
chr18-67243258,0,0,0,0,0,0,0,1,0,pin26
chr18-69887152,0,0,0,0,0,0,0,0,1,pin26
chr18-69947401,0,0,0,0,0,0,0,0,1,pin26
chr18-69955730,0,0,1,0,0,0,0,0,0,pin26
chr18-74484653,1,0,0,0,0,0,0,0,0,pin26
chr18-77056265,1,0,0,0,0,0,0,0,0,pin26
chr18-77074154,0,0,1,0,0,0,0,0,0,pin26
chr18-77124937,1,0,0,0,0,0,0,0,0,pin26
chr18-79518035,1,0,0,0,0,0,0,0,0,pin26
chr18-79521246,1,0,0,0,0,0,0,0,0,pin26
chr18-79521280,1,0,0,0,0,0,0,0,0,pin26
chr18-79523574,1,0,0,0,0,0,0,0,0,pin26
chr18-802796,0,0,1,0,0,0,0,0,0,pin26
chr18-9082384,1,0,0,0,0,0,0,0,0,pin26
chr18-9089740,1,0,0,0,0,0,0,0,0,pin26
chr18-9096031,0,0,1,0,0,0,0,0,0,pin26
chr18-9239664,1,0,0,0,0,0,0,0,0,pin26
chr18-9243379,0,0,1,0,0,0,0,0,0,pin26
chr18-9900072,0,0,0,1,0,0,0,0,0,pin26
chr18-9919490,1,0,0,0,0,0,0,0,0,pin26
chr18+12829353,0,0,0,0,1,0,0,0,0,pin26
chr18+13296390,0,0,0,1,0,0,0,0,0,pin26
chr18+13563552,1,0,0,0,0,0,0,0,0,pin26
chr18+13576544,0,0,0,0,1,0,0,0,0,pin26
chr18+13588431,0,0,0,0,0,0,0,0,1,pin26
chr18+13610162,0,0,1,0,0,0,0,0,0,pin26
chr18+13617065,1,0,0,0,0,0,0,0,0,pin26
chr18+14101744,0,0,0,0,0,0,0,1,0,pin26
chr18+22952619,0,0,0,0,0,0,0,0,1,pin26
chr18+23232845,0,0,0,0,0,0,0,0,1,pin26
chr18+23286608,0,1,0,0,0,0,0,0,0,pin26
chr18+27378145,1,0,0,0,0,0,0,0,0,pin26
chr18+2857264,0,0,1,0,0,0,0,0,0,pin26
chr18+2959788,0,0,0,1,0,0,0,0,0,pin26
chr18+3058514,1,0,0,0,0,0,0,0,0,pin26
chr18+3248282,1,0,0,0,0,0,0,0,0,pin26
chr18+35616646,1,0,0,0,0,0,0,0,0,pin26
chr18+3602164,1,0,0,0,0,0,0,0,0,pin26
chr18+36354582,0,0,1,0,0,0,0,0,0,pin26
chr18+38940551,0,0,0,0,0,0,0,1,0,pin26
chr18+40396741,1,0,0,0,0,0,0,0,0,pin26
chr18+42081771,0,0,1,0,0,0,0,0,0,pin26
chr18+44598620,0,0,0,0,0,0,0,1,0,pin26
chr18+45667091,0,0,0,1,0,0,0,0,0,pin26
chr18+46013100,1,0,0,0,0,0,0,0,0,pin26
chr18+46099016,1,0,0,0,0,0,0,0,0,pin26
chr18+47918241,0,0,0,0,0,0,0,2,0,pin26
chr18+47921318,0,0,0,1,0,0,0,0,0,pin26
chr18+48797391,1,0,0,0,0,0,0,0,0,pin26
chr18+51152604,1,0,0,0,0,0,0,0,0,pin26
chr18+51171853,1,0,0,0,0,0,0,0,0,pin26
chr18+519460,1,0,0,0,0,0,0,0,0,pin26
chr18+52697006,1,0,0,0,0,0,0,0,0,pin26
chr18+54261626,1,0,0,0,0,0,0,0,0,pin26
chr18+55485949,0,0,0,1,0,0,0,0,0,pin26
chr18+56504980,0,0,1,0,0,0,0,0,0,pin26
chr18+56701602,0,0,1,0,0,0,0,0,0,pin26
chr18+58958276,1,0,0,0,0,0,0,0,0,pin26
chr18+59356257,0,0,0,0,0,0,0,1,0,pin26
chr18+59921555,1,0,0,0,0,0,0,0,0,pin26
chr18+62365108,1,0,0,0,0,0,0,0,0,pin26
chr18+63157086,1,0,0,0,0,0,0,0,0,pin26
chr18+63158936,1,0,0,0,0,0,0,0,0,pin26
chr18+63951067,0,0,1,0,0,0,0,0,0,pin26
chr18+69938590,0,0,0,0,0,0,0,1,0,pin26
chr18+69980288,0,0,0,0,0,0,0,1,0,pin26
chr18+73946025,0,0,1,0,0,0,0,0,0,pin26
chr18+75247562,1,0,0,0,0,0,0,0,0,pin26
chr18+76819454,0,0,0,1,0,0,0,0,0,pin26
chr18+77054218,1,0,0,0,0,0,0,0,0,pin26
chr18+77128292,0,0,0,0,1,0,0,0,0,pin26
chr18+79404507,0,0,0,1,0,0,0,0,0,pin26
chr18+79517250,0,0,0,0,0,1,0,0,0,pin26
chr18+9088764,0,0,0,1,0,0,0,0,0,pin26
chr18+9895239,1,0,0,0,0,0,0,0,0,pin26
chr19-10103392,0,0,0,1,0,0,0,0,0,pin26
chr19-10104205,0,0,1,0,0,0,0,0,0,pin26
chr19-10339223,0,0,0,1,0,0,0,0,0,pin26
chr19-10427833,1,0,0,0,0,0,0,0,0,pin26
chr19-10798497,0,0,1,0,0,0,0,0,0,pin26
chr19-10878345,0,0,0,0,0,0,0,1,0,pin26
chr19-11324491,1,0,0,0,0,0,0,0,0,pin26
chr19-1252781,0,0,0,1,0,0,0,0,0,pin26
chr19-13152131,0,0,0,0,1,0,0,0,0,pin26
chr19-13155214,1,0,0,0,0,0,0,0,0,pin26
chr19-13167257,1,0,0,0,0,0,0,0,0,pin26
chr19-13168511,0,0,1,0,0,0,0,0,0,pin26
chr19-13169045,0,0,1,0,0,0,0,0,0,pin26
chr19-13846426,0,0,0,1,0,0,0,0,0,pin26
chr19-15466524,0,0,1,0,0,0,0,0,0,pin26
chr19-16119622,1,0,0,0,0,0,0,0,0,pin26
chr19-18022640,1,0,0,0,0,0,0,0,0,pin26
chr19-18864908,0,0,0,0,1,0,0,0,0,pin26
chr19-18918978,0,0,0,0,0,0,0,0,1,pin26
chr19-1894942,0,0,0,0,1,0,0,0,0,pin26
chr19-19590890,0,0,0,0,0,1,0,0,0,pin26
chr19-21716868,1,0,0,0,0,0,0,0,0,pin26
chr19-30028384,0,0,0,0,0,0,0,1,0,pin26
chr19-3155677,0,0,1,0,0,0,0,0,0,pin26
chr19-35212600,0,0,0,0,0,0,0,1,0,pin26
chr19-35751496,0,0,0,1,0,0,0,0,0,pin26
chr19-3786243,1,0,0,0,0,0,0,0,0,pin26
chr19-38428703,0,0,0,0,1,0,0,0,0,pin26
chr19-40463918,0,0,2,0,0,0,0,0,0,pin26
chr19-41888342,0,0,1,0,0,0,0,0,0,pin26
chr19-42528924,0,0,0,0,0,1,0,0,0,pin26
chr19-43778683,1,0,0,0,0,0,0,0,0,pin26
chr19-44164495,1,0,0,0,0,0,0,0,0,pin26
chr19-46968354,1,0,0,0,0,0,0,0,0,pin26
chr19-47094014,0,0,0,0,0,0,0,1,0,pin26
chr19-48253849,1,0,0,0,0,0,0,0,0,pin26
chr19-49900689,0,0,0,0,1,0,0,0,0,pin26
chr19-50365007,0,0,1,0,0,0,0,0,0,pin26
chr19-51371772,0,0,0,0,1,0,0,0,0,pin26
chr19-51374046,0,0,0,0,0,0,0,0,1,pin26
chr19-51374578,0,0,0,0,0,1,0,0,0,pin26
chr19-52637971,1,0,0,0,0,0,0,0,0,pin26
chr19-55061579,0,0,0,0,0,0,1,0,0,pin26
chr19-55255513,0,0,1,0,0,0,0,0,0,pin26
chr19-55648909,1,0,0,0,0,0,0,0,0,pin26
chr19-58476535,1,0,0,0,0,0,0,0,0,pin26
chr19-5985083,0,0,0,1,0,0,0,0,0,pin26
chr19-6057945,0,0,0,0,0,0,0,1,0,pin26
chr19-6060404,0,0,0,0,0,0,0,1,0,pin26
chr19-6674272,0,0,0,2,0,0,0,0,0,pin26
chr19-6802267,2,0,0,0,0,0,0,0,0,pin26
chr19-7425247,1,0,0,0,0,0,0,0,0,pin26
chr19-7426511,1,0,0,0,0,0,0,0,0,pin26
chr19-8265606,0,0,2,0,0,0,0,0,0,pin26
chr19-8569087,0,0,0,1,0,0,0,0,0,pin26
chr19+10503854,1,0,0,0,0,0,0,0,0,pin26
chr19+10603152,1,0,0,0,0,0,0,0,0,pin26
chr19+10603707,0,0,0,0,1,0,0,0,0,pin26
chr19+1068957,1,0,0,0,0,0,0,0,0,pin26
chr19+10798902,1,0,0,0,0,0,0,0,0,pin26
chr19+1203730,0,0,1,0,0,0,0,0,0,pin26
chr19+12480566,1,0,0,0,0,0,0,0,0,pin26
chr19+12784621,0,0,0,0,0,1,0,0,0,pin26
chr19+12784954,1,0,0,0,0,0,0,0,0,pin26
chr19+13164497,0,1,0,0,0,0,0,0,0,pin26
chr19+13987884,1,0,0,0,0,0,0,0,0,pin26
chr19+14370194,0,0,0,0,0,0,0,1,0,pin26
chr19+14743068,1,0,0,0,0,0,0,0,0,pin26
chr19+15317610,1,0,0,0,0,0,0,0,0,pin26
chr19+15463639,1,0,0,0,0,0,0,0,0,pin26
chr19+16080318,0,0,0,1,0,0,0,0,0,pin26
chr19+18289722,0,0,0,1,0,0,0,0,0,pin26
chr19+18373947,1,0,0,0,0,0,0,0,0,pin26
chr19+19489218,1,0,0,0,0,0,0,0,0,pin26
chr19+19597382,0,0,0,0,0,0,0,1,0,pin26
chr19+2053274,1,0,0,0,0,0,0,0,0,pin26
chr19+2087888,1,0,0,0,0,0,0,0,0,pin26
chr19+27793841,1,0,0,0,0,0,0,0,0,pin26
chr19+29713346,0,0,0,1,0,0,0,0,0,pin26
chr19+31215373,1,0,0,0,0,0,0,0,0,pin26
chr19+3131934,1,0,0,0,0,0,0,0,0,pin26
chr19+34358012,1,0,0,0,0,0,0,0,0,pin26
chr19+34428964,0,0,1,0,0,0,0,0,0,pin26
chr19+34997251,1,0,0,0,0,0,0,0,0,pin26
chr19+35713692,1,0,0,0,0,0,0,0,0,pin26
chr19+36140189,0,0,0,1,0,0,0,0,0,pin26
chr19+3671793,0,0,0,0,0,0,0,0,1,pin26
chr19+37655634,0,0,0,1,0,0,0,0,0,pin26
chr19+38049096,0,0,0,0,0,0,0,2,0,pin26
chr19+40424469,1,0,0,0,0,0,0,0,0,pin26
chr19+4059345,1,0,0,0,0,0,0,0,0,pin26
chr19+41552105,0,0,0,1,0,0,0,0,0,pin26
chr19+41554259,0,0,0,0,0,0,0,1,0,pin26
chr19+43752145,0,0,1,0,0,0,0,0,0,pin26
chr19+44754433,1,0,0,0,0,0,0,0,0,pin26
chr19+45171401,0,0,0,1,0,0,0,0,0,pin26
chr19+45887190,0,0,0,0,1,0,0,0,0,pin26
chr19+47184940,1,0,0,0,0,0,0,0,0,pin26
chr19+47729234,0,0,0,1,0,0,0,0,0,pin26
chr19+48249723,1,0,0,0,0,0,0,0,0,pin26
chr19+48261568,0,0,1,0,0,0,0,0,0,pin26
chr19+49333772,0,0,0,0,1,0,0,0,0,pin26
chr19+49473818,1,0,0,0,0,0,0,0,0,pin26
chr19+49866769,0,0,1,0,0,0,0,0,0,pin26
chr19+50805807,1,0,0,0,0,0,0,0,0,pin26
chr19+51372300,0,0,0,1,0,0,0,0,0,pin26
chr19+52008566,1,0,0,0,0,0,0,0,0,pin26
chr19+53537533,1,0,0,0,0,0,0,0,0,pin26
chr19+54522589,1,0,0,0,0,0,0,0,0,pin26
chr19+58590855,0,0,1,0,0,0,0,0,0,pin26
chr19+7545134,1,0,0,0,0,0,0,0,0,pin26
chr19+8577556,0,0,1,0,0,0,0,0,0,pin26
chr2-105738998,0,0,1,0,0,0,0,0,0,pin26
chr2-108616537,0,0,1,0,0,0,0,0,0,pin26
chr2-111259295,1,0,0,0,0,0,0,0,0,pin26
chr2-113620371,0,0,1,0,0,0,0,0,0,pin26
chr2-120176884,1,0,0,0,0,0,0,0,0,pin26
chr2-137493112,1,0,0,0,0,0,0,0,0,pin26
chr2-138501596,0,0,1,0,0,0,0,0,0,pin26
chr2-141027888,0,0,1,0,0,0,0,0,0,pin26
chr2-143128215,1,0,0,0,0,0,0,0,0,pin26
chr2-144120701,0,0,0,0,0,0,0,1,0,pin26
chr2-144325759,0,0,0,1,0,0,0,0,0,pin26
chr2-149068645,0,0,0,1,0,0,0,0,0,pin26
chr2-157403386,1,0,0,0,0,0,0,0,0,pin26
chr2-157423485,0,0,0,1,0,0,0,0,0,pin26
chr2-157467747,1,0,0,0,0,0,0,0,0,pin26
chr2-157479609,0,0,1,0,0,0,0,0,0,pin26
chr2-157896862,0,0,0,0,0,0,0,2,0,pin26
chr2-161077511,1,0,0,0,0,0,0,0,0,pin26
chr2-169070094,0,0,0,0,1,0,0,0,0,pin26
chr2-174497909,0,1,0,0,0,0,0,0,0,pin26
chr2-174611488,0,0,1,0,0,0,0,0,0,pin26
chr2-181276679,0,0,0,1,0,0,0,0,0,pin26
chr2-181302953,0,0,0,0,1,0,0,0,0,pin26
chr2-18265348,0,0,0,0,0,1,0,0,0,pin26
chr2-184384000,0,0,0,0,0,0,0,1,0,pin26
chr2-18547623,0,0,1,0,0,0,0,0,0,pin26
chr2-186485254,1,0,0,0,0,0,0,0,0,pin26
chr2-189763577,0,0,1,0,0,0,0,0,0,pin26
chr2-190788381,1,0,0,0,0,0,0,0,0,pin26
chr2-191063936,0,0,0,1,0,0,0,0,0,pin26
chr2-191107663,0,0,1,0,0,0,0,0,0,pin26
chr2-191176243,1,0,0,0,0,0,0,0,0,pin26
chr2-193527088,0,0,0,0,0,0,0,1,0,pin26
chr2-193893849,0,0,0,1,0,0,0,0,0,pin26
chr2-195552817,0,0,0,0,0,0,0,0,1,pin26
chr2-196232613,1,0,0,0,0,0,0,0,0,pin26
chr2-196260607,0,0,0,0,0,0,0,2,0,pin26
chr2-197217595,0,0,1,0,0,0,0,0,0,pin26
chr2-200453877,1,0,0,0,0,0,0,0,0,pin26
chr2-200943827,1,0,0,0,0,0,0,0,0,pin26
chr2-201119306,0,0,1,0,0,0,0,0,0,pin26
chr2-201232090,0,0,0,0,0,0,0,1,0,pin26
chr2-202605501,0,0,1,0,0,0,0,0,0,pin26
chr2-203237996,1,0,0,0,0,0,0,0,0,pin26
chr2-203736237,0,0,0,0,0,0,0,1,0,pin26
chr2-203854304,0,0,0,1,0,0,0,0,0,pin26
chr2-203871179,0,0,0,0,0,0,0,0,1,pin26
chr2-203888209,0,0,0,1,0,0,0,0,0,pin26
chr2-205696352,0,0,0,1,0,0,0,0,0,pin26
chr2-205708902,0,0,0,0,0,0,0,0,1,pin26
chr2-207331684,1,0,0,0,0,0,0,0,0,pin26
chr2-207528316,0,0,1,0,0,0,0,0,0,pin26
chr2-213103150,0,0,0,0,0,0,0,1,0,pin26
chr2-216858011,0,0,2,0,0,0,0,0,0,pin26
chr2-230260898,0,0,0,0,0,0,0,1,0,pin26
chr2-231393457,0,0,0,1,0,0,0,0,0,pin26
chr2-231666276,0,0,0,0,0,0,0,1,0,pin26
chr2-237694638,0,0,0,0,0,0,0,0,1,pin26
chr2-237899941,0,0,1,0,0,0,0,0,0,pin26
chr2-240562062,1,0,0,0,0,0,0,0,0,pin26
chr2-240567295,0,0,0,0,1,0,0,0,0,pin26
chr2-24522473,0,0,1,0,0,0,0,0,0,pin26
chr2-25250563,1,0,0,0,0,0,0,0,0,pin26
chr2-25796364,0,0,0,0,1,0,0,0,0,pin26
chr2-27218153,1,0,0,0,0,0,0,0,0,pin26
chr2-27892933,0,0,0,0,0,0,0,1,0,pin26
chr2-28439040,1,0,0,0,0,0,0,0,0,pin26
chr2-28613612,1,0,0,0,0,0,0,0,0,pin26
chr2-28613938,1,0,0,0,0,0,0,0,0,pin26
chr2-28615110,0,0,0,0,0,1,0,0,0,pin26
chr2-28616171,0,0,0,0,0,0,0,0,1,pin26
chr2-28622148,0,0,1,0,0,0,0,0,0,pin26
chr2-29018452,0,0,1,0,0,0,0,0,0,pin26
chr2-30146159,0,0,0,0,1,0,0,0,0,pin26
chr2-37366511,1,0,0,0,0,0,0,0,0,pin26
