posid,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,TCELL/Y8,patient
chr17-64381512,0,0,0,0,0,0,1,0,0,pin30
chr17-64384997,0,0,0,0,0,0,1,0,0,pin30
chr17-64400382,0,0,0,0,0,0,1,0,0,pin30
chr17-64910378,0,0,0,0,0,0,1,0,0,pin30
chr17-64974977,0,0,0,0,0,0,1,0,0,pin30
chr17-66315122,0,0,0,0,0,0,1,0,0,pin30
chr17-66315369,0,0,0,0,0,1,0,0,0,pin30
chr17-66347028,0,0,0,0,0,0,1,0,0,pin30
chr17-66406668,0,0,0,0,0,0,1,0,0,pin30
chr17-66438625,0,0,0,0,0,0,1,0,0,pin30
chr17-66511683,2,0,0,0,0,0,0,0,0,pin30
chr17-68346370,0,0,0,0,0,0,1,0,0,pin30
chr17-68461197,0,0,0,0,0,0,1,0,0,pin30
chr17-7023528,0,0,0,0,0,0,1,0,0,pin30
chr17-7030291,0,0,0,0,0,0,1,0,0,pin30
chr17-7035466,0,0,0,1,0,0,0,0,0,pin30
chr17-7220710,0,0,0,0,0,1,0,0,0,pin30
chr17-72719454,0,0,0,0,0,0,1,0,0,pin30
chr17-73673171,0,0,0,0,0,0,1,0,0,pin30
chr17-75078114,0,0,0,0,1,0,0,0,0,pin30
chr17-75297366,0,0,0,0,0,0,1,0,0,pin30
chr17-75689491,0,0,0,0,0,1,0,0,0,pin30
chr17-75784352,0,0,0,0,0,0,1,0,0,pin30
chr17-7598251,0,0,0,0,0,0,1,0,0,pin30
chr17-76193663,0,0,0,0,1,0,0,0,0,pin30
chr17-76262817,0,0,0,0,0,0,1,0,0,pin30
chr17-76997954,0,0,0,0,0,0,1,0,0,pin30
chr17-77089256,0,0,0,0,0,0,1,0,0,pin30
chr17-77444376,0,0,0,0,0,0,1,0,0,pin30
chr17-80256015,0,0,0,0,0,0,1,0,0,pin30
chr17-80759731,0,0,1,0,0,0,0,0,0,pin30
chr17-80761897,0,0,0,0,0,0,1,0,0,pin30
chr17-80888463,0,0,0,0,0,0,1,0,0,pin30
chr17-82298907,0,0,0,0,0,0,1,0,0,pin30
chr17-82299308,0,0,0,0,0,0,1,0,0,pin30
chr17-82305997,0,0,1,0,0,0,0,0,0,pin30
chr17-8250341,0,0,0,0,0,0,0,1,0,pin30
chr17-82878774,0,0,0,0,0,0,1,0,0,pin30
chr17-8382427,0,0,0,0,0,0,1,0,0,pin30
chr17-8938793,0,0,0,0,0,0,1,0,0,pin30
chr17+12055711,0,0,0,0,0,0,1,0,0,pin30
chr17+13017693,0,0,0,0,0,1,0,0,0,pin30
chr17+13346112,0,0,0,0,1,0,0,0,0,pin30
chr17+15492334,0,0,0,0,0,0,1,0,0,pin30
chr17+16286977,0,0,0,0,0,0,1,0,0,pin30
chr17+17175564,0,0,1,0,0,0,0,0,0,pin30
chr17+17179667,0,0,0,0,0,0,1,0,0,pin30
chr17+17959194,0,0,0,0,0,0,1,0,0,pin30
chr17+18182678,0,0,0,0,0,2,0,0,0,pin30
chr17+18923561,0,0,0,0,0,0,1,0,0,pin30
chr17+19047635,0,0,1,0,0,0,0,0,0,pin30
chr17+1912999,0,0,0,0,1,0,0,0,0,pin30
chr17+2263755,0,0,0,0,0,0,1,0,0,pin30
chr17+2267194,0,0,0,0,0,0,1,0,0,pin30
chr17+2712370,0,0,0,0,0,0,1,0,0,pin30
chr17+27545134,0,0,0,0,0,0,1,0,0,pin30
chr17+27573405,0,0,0,0,0,0,0,1,0,pin30
chr17+28320061,0,0,0,0,0,0,1,0,0,pin30
chr17+28839738,0,0,0,0,0,0,1,0,0,pin30
chr17+29139512,0,0,0,0,0,0,1,0,0,pin30
chr17+30806783,0,0,0,0,0,0,1,0,0,pin30
chr17+35879573,0,0,0,0,0,0,1,0,0,pin30
chr17+3639447,0,0,0,0,0,0,1,0,0,pin30
chr17+37607436,0,0,1,0,0,0,0,0,0,pin30
chr17+3845610,0,1,0,0,0,0,0,0,0,pin30
chr17+38705085,0,0,0,0,0,0,1,0,0,pin30
chr17+3910813,0,0,0,0,0,0,1,0,0,pin30
chr17+40231523,0,0,0,0,0,0,1,0,0,pin30
chr17+40613928,0,0,0,0,0,0,1,0,0,pin30
chr17+40623642,0,0,0,0,0,0,1,0,0,pin30
chr17+412510,0,0,0,0,0,0,1,0,0,pin30
chr17+42273575,0,0,0,0,0,0,1,0,0,pin30
chr17+42390274,0,0,0,0,0,0,1,0,0,pin30
chr17+43006452,0,0,0,0,0,0,1,0,0,pin30
chr17+43341517,0,0,0,0,0,0,1,0,0,pin30
chr17+44013897,0,0,0,0,0,0,1,0,0,pin30
chr17+4711106,0,0,0,0,1,0,0,0,0,pin30
chr17+47296122,0,0,0,0,0,0,1,0,0,pin30
chr17+48439830,0,0,0,0,0,0,1,0,0,pin30
chr17+4968649,0,0,0,0,0,0,1,0,0,pin30
chr17+50310119,0,0,0,0,0,0,1,0,0,pin30
chr17+51121673,0,0,0,0,0,0,1,0,0,pin30
chr17+5439456,0,1,0,0,0,0,0,0,0,pin30
chr17+55315677,0,0,0,0,0,0,1,0,0,pin30
chr17+55349130,0,0,0,0,0,0,1,0,0,pin30
chr17+560792,0,0,0,0,0,0,1,0,0,pin30
chr17+57418047,0,0,0,0,0,0,1,0,0,pin30
chr17+57455858,0,0,0,0,0,0,1,0,0,pin30
chr17+57460833,0,0,0,0,0,0,1,0,0,pin30
chr17+57600785,0,0,0,0,0,0,1,0,0,pin30
chr17+58343866,0,0,0,0,0,0,1,0,0,pin30
chr17+58487255,0,0,0,1,0,0,0,0,0,pin30
chr17+59755552,0,1,0,0,0,0,0,0,0,pin30
chr17+59803109,0,0,0,0,0,0,1,0,0,pin30
chr17+59826402,0,0,0,0,0,0,1,0,0,pin30
chr17+60135872,0,0,0,0,0,0,1,0,0,pin30
chr17+61244340,0,0,0,0,0,0,1,0,0,pin30
chr17+62423548,0,0,0,0,0,0,1,0,0,pin30
chr17+68020879,0,0,0,0,0,0,1,0,0,pin30
chr17+69328790,0,0,0,0,0,0,1,0,0,pin30
chr17+69758563,0,0,0,0,0,0,1,0,0,pin30
chr17+71985234,0,0,0,0,0,0,1,0,0,pin30
chr17+72704264,0,0,0,0,0,0,1,0,0,pin30
chr17+74547783,0,1,0,0,0,0,0,0,0,pin30
chr17+75188421,0,0,0,0,1,0,0,0,0,pin30
chr17+75318192,0,0,0,0,0,1,0,0,0,pin30
chr17+76516680,0,0,0,0,0,0,1,0,0,pin30
chr17+77129133,0,0,0,0,0,0,1,0,0,pin30
chr17+77421175,0,0,1,0,0,0,0,0,0,pin30
chr17+77458073,0,0,0,1,0,0,0,0,0,pin30
chr17+77460655,0,0,0,0,0,0,1,0,0,pin30
chr17+78380443,0,0,0,0,0,0,1,0,0,pin30
chr17+78772450,0,0,0,0,0,0,1,0,0,pin30
chr17+78776343,0,1,0,0,0,0,0,0,0,pin30
chr17+78783236,0,0,0,0,0,0,0,1,0,pin30
chr17+80255395,0,0,0,0,0,0,1,0,0,pin30
chr17+80667205,0,0,0,0,0,0,0,1,0,pin30
chr17+80762607,0,0,0,0,0,0,1,0,0,pin30
chr17+80860259,0,0,0,0,0,1,0,0,0,pin30
chr17+80890764,0,0,0,0,0,0,1,0,0,pin30
chr17+81212206,0,0,0,0,1,0,0,0,0,pin30
chr17+8139973,0,0,0,0,1,0,0,0,0,pin30
chr17+8163416,0,0,0,0,1,0,0,0,0,pin30
chr17+8163729,0,0,0,0,0,0,1,0,0,pin30
chr17+82865485,0,0,0,0,0,0,1,0,0,pin30
chr17+8936762,0,0,0,0,0,0,1,0,0,pin30
chr17+9346784,0,0,0,0,0,0,1,0,0,pin30
chr17+9347502,0,0,0,0,0,0,1,0,0,pin30
chr18-11908695,0,0,0,0,0,0,1,0,0,pin30
chr18-12376161,0,0,1,0,0,0,0,0,0,pin30
chr18-12840660,0,0,0,0,0,0,1,0,0,pin30
chr18-13378085,0,0,0,0,0,0,1,0,0,pin30
chr18-13609604,0,0,0,0,0,0,1,0,0,pin30
chr18-13614629,0,0,0,0,0,1,0,0,0,pin30
chr18-24015171,0,0,1,0,0,0,0,0,0,pin30
chr18-2965320,0,0,0,1,0,0,0,0,0,pin30
chr18-3060461,0,0,0,0,0,0,1,0,0,pin30
chr18-3177454,0,0,0,1,0,0,0,0,0,pin30
chr18-32026477,0,2,0,0,0,0,0,0,0,pin30
chr18-32032961,0,0,0,0,0,0,1,0,0,pin30
chr18-3450389,0,0,0,0,0,0,1,0,0,pin30
chr18-35816986,0,0,0,0,0,1,0,0,0,pin30
chr18-3593095,0,0,0,0,0,0,1,0,0,pin30
chr18-3594943,0,0,0,0,0,0,1,0,0,pin30
chr18-3604321,0,0,0,0,0,0,1,0,0,pin30
chr18-45198051,0,0,0,0,0,0,1,0,0,pin30
chr18-46335608,0,0,0,0,0,0,1,0,0,pin30
chr18-47917123,0,0,0,0,0,0,1,0,0,pin30
chr18-48819684,0,0,0,0,0,0,1,0,0,pin30
chr18-48835629,0,1,0,0,0,0,0,0,0,pin30
chr18-51152659,0,0,0,0,0,0,1,0,0,pin30
chr18-54225358,0,0,0,1,0,0,0,0,0,pin30
chr18-55590541,0,0,0,0,0,0,1,0,0,pin30
chr18-58123732,0,0,0,0,0,0,1,0,0,pin30
chr18-58696185,0,0,0,0,0,0,1,0,0,pin30
chr18-58990108,0,0,0,0,0,0,1,0,0,pin30
chr18-59039737,0,0,0,0,0,0,1,0,0,pin30
chr18-59041226,0,0,0,0,0,0,1,0,0,pin30
chr18-62366615,1,0,0,0,0,0,0,0,0,pin30
chr18-62525008,0,0,0,0,0,0,1,0,0,pin30
chr18-62585510,0,0,0,0,0,0,1,0,0,pin30
chr18-62668147,0,0,0,0,0,2,0,0,0,pin30
chr18-63200697,0,0,1,0,0,0,0,0,0,pin30
chr18-63207716,0,0,0,0,0,0,1,0,0,pin30
chr18-6481693,0,0,0,0,0,0,1,0,0,pin30
chr18-667606,0,0,0,0,0,0,1,0,0,pin30
chr18-69047178,0,0,0,0,0,0,1,0,0,pin30
chr18-69718724,0,0,0,0,1,0,0,0,0,pin30
chr18-69934929,1,0,0,0,0,0,0,0,0,pin30
chr18-69938413,0,0,0,0,0,0,1,0,0,pin30
chr18-69948332,0,0,0,0,0,0,1,0,0,pin30
chr18-73977517,0,0,0,0,1,0,0,0,0,pin30
chr18-74064447,0,0,0,0,0,0,1,0,0,pin30
chr18-74389555,0,0,0,0,0,0,1,0,0,pin30
chr18-7595662,0,0,0,0,0,0,1,0,0,pin30
chr18-76373235,0,0,0,0,0,0,1,0,0,pin30
chr18-77055857,0,0,0,0,0,0,1,0,0,pin30
chr18-77066789,0,0,0,0,0,0,1,0,0,pin30
chr18-77068345,0,0,0,0,0,0,1,0,0,pin30
chr18-78130318,0,0,0,0,0,0,1,0,0,pin30
chr18-79521208,0,0,0,0,0,0,1,0,0,pin30
chr18-7959016,0,0,0,0,0,0,0,1,0,pin30
chr18-814008,0,0,0,0,0,0,1,0,0,pin30
chr18+12294813,0,0,0,0,1,0,0,0,0,pin30
chr18+12467161,0,0,0,0,1,0,0,0,0,pin30
chr18+12848407,0,0,0,0,1,0,0,0,0,pin30
chr18+13376604,0,0,0,0,0,0,1,0,0,pin30
chr18+13566428,0,0,0,0,0,0,1,0,0,pin30
chr18+13566844,0,0,0,0,0,0,1,0,0,pin30
chr18+13568675,0,0,0,0,0,0,1,0,0,pin30
chr18+13571445,0,0,0,0,0,0,1,0,0,pin30
chr18+13578489,0,0,0,1,0,0,0,0,0,pin30
chr18+13608207,0,0,0,0,0,0,1,0,0,pin30
chr18+21742340,0,0,0,0,0,0,1,0,0,pin30
chr18+23585793,0,0,0,0,0,0,1,0,0,pin30
chr18+24016718,0,0,0,0,0,0,1,0,0,pin30
chr18+2690097,0,0,0,0,0,0,1,0,0,pin30
chr18+2970222,0,0,0,0,0,0,1,0,0,pin30
chr18+31610648,0,0,0,0,0,0,1,0,0,pin30
chr18+3176072,0,0,0,0,0,0,1,0,0,pin30
chr18+32977104,0,0,0,0,0,0,1,0,0,pin30
chr18+35479236,0,0,0,0,0,0,1,0,0,pin30
chr18+36830920,0,1,0,0,0,0,0,0,0,pin30
chr18+38609325,0,0,0,0,0,0,1,0,0,pin30
chr18+39800120,0,0,0,0,0,0,1,0,0,pin30
chr18+47907013,0,0,0,0,0,0,1,0,0,pin30
chr18+49166710,0,0,0,0,0,0,1,0,0,pin30
chr18+50359591,0,0,0,0,1,0,0,0,0,pin30
chr18+5058756,0,0,0,0,0,0,1,0,0,pin30
chr18+51153216,0,0,0,0,0,0,1,0,0,pin30
chr18+51170832,0,0,0,0,0,0,1,0,0,pin30
chr18+51183365,0,0,0,0,1,0,0,0,0,pin30
chr18+54149818,0,0,0,1,0,0,0,0,0,pin30
chr18+54181852,0,0,0,0,0,0,1,0,0,pin30
chr18+5456989,0,0,0,0,0,0,1,0,0,pin30
chr18+56720478,0,0,0,0,0,0,1,0,0,pin30
chr18+58563187,0,0,0,0,0,0,1,0,0,pin30
chr18+60041319,0,0,1,0,0,0,0,0,0,pin30
chr18+62418960,0,0,0,0,0,0,1,0,0,pin30
chr18+62421053,0,0,0,0,0,1,0,0,0,pin30
chr18+63202812,0,0,0,0,0,0,1,0,0,pin30
chr18+69885994,1,0,0,0,0,0,0,0,0,pin30
chr18+69909964,0,0,0,0,0,0,1,0,0,pin30
chr18+69955124,0,0,0,0,0,0,1,0,0,pin30
chr18+69959248,0,0,0,0,0,0,1,0,0,pin30
chr18+74065369,0,0,0,0,0,0,1,0,0,pin30
chr18+74369876,0,1,0,0,0,0,0,0,0,pin30
chr18+74596812,0,0,0,0,0,0,0,1,0,pin30
chr18+75209923,0,0,0,0,0,0,1,0,0,pin30
chr18+75248016,0,0,0,0,0,0,1,0,0,pin30
chr18+76492855,0,0,0,0,0,0,1,0,0,pin30
chr18+77064209,0,0,0,0,0,0,1,0,0,pin30
chr18+77099317,0,0,0,0,0,0,1,0,0,pin30
chr18+9096894,0,0,0,0,0,0,1,0,0,pin30
chr18+9117949,0,0,0,0,0,0,0,1,0,pin30
chr18+9245813,0,0,0,0,0,0,1,0,0,pin30
chr19-10007572,0,0,0,0,1,0,0,0,0,pin30
chr19-10104513,0,0,0,1,0,0,0,0,0,pin30
chr19-10340033,0,0,0,0,0,2,0,0,0,pin30
chr19-11088487,0,0,0,0,0,0,1,0,0,pin30
chr19-11486085,0,0,0,0,1,0,0,0,0,pin30
chr19-12788771,0,0,1,0,0,0,0,0,0,pin30
chr19-13166716,0,0,0,2,0,0,0,0,0,pin30
chr19-14002560,0,0,0,0,1,0,0,0,0,pin30
chr19-14540014,0,0,0,0,1,0,0,0,0,pin30
chr19-16549874,0,0,0,0,0,1,0,0,0,pin30
chr19-17138785,0,0,0,0,0,0,1,0,0,pin30
chr19-17750976,0,0,0,0,1,0,0,0,0,pin30
chr19-17848308,0,0,0,0,0,0,1,0,0,pin30
chr19-19599476,0,0,0,0,0,0,1,0,0,pin30
chr19-19776965,0,0,0,0,0,0,1,0,0,pin30
chr19-2095139,0,1,0,0,0,0,0,0,0,pin30
chr19-23394427,0,0,0,0,0,0,1,0,0,pin30
chr19-23758119,0,0,0,0,0,1,0,0,0,pin30
chr19-261650,0,0,0,0,0,0,1,0,0,pin30
chr19-29672679,0,0,0,0,0,0,1,0,0,pin30
chr19-31214143,0,0,0,0,0,0,1,0,0,pin30
chr19-35203762,0,0,0,0,0,0,0,1,0,pin30
chr19-35203925,0,0,0,0,0,0,1,0,0,pin30
chr19-35204971,0,0,0,0,0,1,0,0,0,pin30
chr19-35205029,0,0,0,0,0,1,0,0,0,pin30
chr19-35207089,0,0,1,0,0,0,0,0,0,pin30
chr19-35212409,0,0,0,0,0,0,1,0,0,pin30
chr19-35215077,0,0,0,0,0,0,1,0,0,pin30
chr19-35445572,0,0,0,1,0,0,0,0,0,pin30
chr19-38426739,0,0,0,0,0,1,0,0,0,pin30
chr19-38684884,0,0,0,0,0,1,0,0,0,pin30
chr19-4075071,0,0,0,0,0,0,1,0,0,pin30
chr19-40764961,0,0,0,0,0,0,1,0,0,pin30
chr19-41555844,0,0,1,0,0,0,0,0,0,pin30
chr19-41871292,0,0,0,0,0,0,1,0,0,pin30
chr19-42481328,0,0,0,0,0,0,1,0,0,pin30
chr19-43752842,0,0,0,0,0,0,1,0,0,pin30
chr19-43766283,0,0,1,0,0,0,0,0,0,pin30
chr19-43766490,0,0,0,0,0,0,1,0,0,pin30
chr19-43776837,0,0,0,0,0,0,1,0,0,pin30
chr19-45204866,0,0,0,0,1,0,0,0,0,pin30
chr19-46618997,0,0,0,0,0,0,1,0,0,pin30
chr19-46626888,0,0,0,0,0,0,1,0,0,pin30
chr19-46954923,0,0,0,1,0,0,0,0,0,pin30
chr19-47096044,0,0,0,0,0,0,1,0,0,pin30
chr19-48258024,0,0,0,0,0,0,1,0,0,pin30
chr19-49898740,0,1,0,0,0,0,0,0,0,pin30
chr19-50023860,0,0,0,0,0,0,1,0,0,pin30
chr19-50362537,0,0,0,1,0,0,0,0,0,pin30
chr19-50363012,0,0,0,0,0,0,1,0,0,pin30
chr19-54249956,0,0,0,0,0,0,1,0,0,pin30
chr19-55340182,0,0,0,1,0,0,0,0,0,pin30
chr19-55383479,0,0,0,0,0,0,1,0,0,pin30
chr19-57321480,0,0,0,0,0,0,1,0,0,pin30
chr19-57935445,0,0,0,0,0,0,1,0,0,pin30
chr19-58326747,0,0,0,0,0,0,1,0,0,pin30
chr19-58557254,0,1,0,0,0,0,0,0,0,pin30
chr19-6038078,0,0,0,0,0,0,1,0,0,pin30
chr19-6066477,0,0,0,0,0,0,1,0,0,pin30
chr19-633172,0,0,0,1,0,0,0,0,0,pin30
chr19-6362680,0,1,0,0,0,0,0,0,0,pin30
chr19-6669246,0,0,0,0,0,0,0,1,0,pin30
chr19-7387561,0,0,0,0,0,0,1,0,0,pin30
chr19-7492944,0,0,0,0,0,0,1,0,0,pin30
chr19-7688319,0,0,0,0,0,0,1,0,0,pin30
chr19-8322004,0,0,1,0,0,0,0,0,0,pin30
chr19+10102540,0,0,0,0,0,0,0,1,0,pin30
chr19+10236111,0,0,0,0,0,0,1,0,0,pin30
chr19+10813609,1,0,0,0,0,0,0,0,0,pin30
chr19+10873764,0,0,0,0,0,1,0,0,0,pin30
chr19+11094594,0,0,0,0,0,0,1,0,0,pin30
chr19+13133150,0,0,0,0,0,0,1,0,0,pin30
chr19+13133579,0,0,0,1,0,0,0,0,0,pin30
chr19+13890750,0,0,0,0,1,0,0,0,0,pin30
chr19+13986396,0,0,0,0,0,0,0,1,0,pin30
chr19+14784303,0,1,0,0,0,0,0,0,0,pin30
chr19+15125065,0,0,0,0,0,0,1,0,0,pin30
chr19+15463520,0,0,0,0,0,0,1,0,0,pin30
chr19+17405113,0,0,0,0,0,0,1,0,0,pin30
chr19+18315787,0,0,0,0,0,0,1,0,0,pin30
chr19+18317044,0,0,0,0,0,0,1,0,0,pin30
chr19+19597152,0,0,0,0,0,0,1,0,0,pin30
chr19+19600009,0,0,0,0,0,0,1,0,0,pin30
chr19+19600845,0,0,0,0,0,0,1,0,0,pin30
chr19+21143906,0,0,0,0,0,0,1,0,0,pin30
chr19+2427762,0,0,1,0,0,0,0,0,0,pin30
chr19+2910970,0,0,0,0,0,0,1,0,0,pin30
chr19+29214041,0,0,0,0,0,0,1,0,0,pin30
chr19+29663396,0,0,0,0,0,0,1,0,0,pin30
chr19+29673798,0,0,0,0,0,0,1,0,0,pin30
chr19+3155448,0,0,0,0,0,1,0,0,0,pin30
chr19+32310782,0,0,0,0,1,0,0,0,0,pin30
chr19+32346270,0,0,0,0,0,0,1,0,0,pin30
chr19+32346425,0,0,0,0,0,0,1,0,0,pin30
chr19+32693217,0,0,0,0,0,0,1,0,0,pin30
chr19+34350130,0,0,0,0,0,0,1,0,0,pin30
chr19+34359806,0,0,0,0,0,0,1,0,0,pin30
chr19+34985553,0,1,0,0,0,0,0,0,0,pin30
chr19+34989455,0,0,0,0,0,0,1,0,0,pin30
chr19+3507215,1,0,0,0,0,0,0,0,0,pin30
chr19+35206041,0,0,1,0,0,0,0,0,0,pin30
chr19+38048210,0,0,0,0,0,0,1,0,0,pin30
chr19+38848967,0,0,0,0,0,0,1,0,0,pin30
chr19+38851391,0,0,0,0,0,0,1,0,0,pin30
chr19+38976928,0,0,0,0,0,0,1,0,0,pin30
chr19+40443877,0,0,1,0,0,0,0,0,0,pin30
chr19+40752808,0,0,0,0,0,0,0,1,0,pin30
chr19+41364665,0,0,0,0,0,0,1,0,0,pin30
chr19+41533688,0,0,0,0,0,0,1,0,0,pin30
chr19+41548659,0,0,1,0,0,0,0,0,0,pin30
chr19+41886236,0,0,0,0,0,0,1,0,0,pin30
chr19+43675269,0,0,0,0,0,0,1,0,0,pin30
chr19+43748184,0,0,0,0,0,0,1,0,0,pin30
chr19+45509018,0,0,0,0,0,0,1,0,0,pin30
chr19+45545048,0,0,0,0,1,0,0,0,0,pin30
chr19+46619358,0,0,0,0,0,0,1,0,0,pin30
chr19+47094217,0,0,0,0,0,0,1,0,0,pin30
chr19+47190137,0,0,0,0,1,0,0,0,0,pin30
chr19+48322570,0,0,0,0,1,0,0,0,0,pin30
chr19+48323439,0,0,0,0,0,0,1,0,0,pin30
chr19+49452665,0,0,1,0,0,0,0,0,0,pin30
chr19+49492675,0,0,0,0,0,0,1,0,0,pin30
chr19+49614638,0,0,0,0,0,0,1,0,0,pin30
chr19+50358039,0,0,0,0,0,0,1,0,0,pin30
chr19+50363639,0,0,0,0,0,0,1,0,0,pin30
chr19+51121919,0,0,0,0,0,0,1,0,0,pin30
chr19+51123763,0,0,2,0,0,0,0,0,0,pin30
chr19+51366104,0,0,1,0,0,0,0,0,0,pin30
chr19+51371263,0,0,1,0,0,0,0,0,0,pin30
chr19+51371657,0,0,0,0,0,0,1,0,0,pin30
chr19+51373832,0,0,0,0,0,0,1,0,0,pin30
chr19+51392363,0,0,0,0,0,0,1,0,0,pin30
chr19+52188704,0,0,0,0,0,0,1,0,0,pin30
chr19+54522294,0,0,0,0,0,0,1,0,0,pin30
chr19+54523828,0,0,0,0,0,0,1,0,0,pin30
chr19+54523866,0,0,0,0,0,0,1,0,0,pin30
chr19+5545959,0,0,0,0,0,0,1,0,0,pin30
chr19+55645520,0,0,0,0,0,0,1,0,0,pin30
chr19+55648681,0,0,0,0,0,0,1,0,0,pin30
chr19+571135,0,0,0,0,0,0,1,0,0,pin30
chr19+57274684,0,0,0,0,0,0,1,0,0,pin30
chr19+57279759,0,2,0,0,0,0,0,0,0,pin30
chr19+58520217,0,0,0,0,0,0,1,0,0,pin30
chr19+6061184,0,0,0,0,0,0,1,0,0,pin30
chr19+6601674,0,0,0,0,0,0,1,0,0,pin30
chr19+6655775,0,0,0,0,0,0,1,0,0,pin30
chr19+6661373,0,0,0,0,0,0,1,0,0,pin30
chr19+7428011,0,0,0,0,0,0,1,0,0,pin30
chr19+7491595,0,0,0,0,0,0,1,0,0,pin30
chr19+863485,0,0,0,0,1,0,0,0,0,pin30
chr2-100819751,0,0,0,0,0,0,1,0,0,pin30
chr2-102235115,0,0,0,0,0,0,1,0,0,pin30
chr2-102425232,1,0,0,0,0,0,0,0,0,pin30
chr2-10330144,0,0,0,0,0,0,1,0,0,pin30
chr2-105583257,0,0,0,0,0,0,1,0,0,pin30
chr2-105791089,0,0,0,0,0,0,1,0,0,pin30
chr2-105792606,0,0,0,0,0,0,1,0,0,pin30
chr2-106096438,0,0,0,0,0,0,1,0,0,pin30
chr2-10812075,0,0,0,0,0,0,1,0,0,pin30
chr2-110848586,0,0,0,0,0,0,1,0,0,pin30
chr2-111698266,0,0,0,0,0,0,1,0,0,pin30
chr2-112112917,0,1,0,0,0,0,0,0,0,pin30
chr2-112195524,0,0,0,0,0,0,1,0,0,pin30
chr2-112794874,0,0,0,0,0,0,1,0,0,pin30
chr2-113103394,0,0,0,0,0,0,1,0,0,pin30
chr2-135244015,0,0,0,0,0,0,1,0,0,pin30
chr2-136055316,0,0,0,0,0,0,1,0,0,pin30
chr2-136215421,0,0,0,0,0,0,1,0,0,pin30
chr2-136361928,0,0,0,0,0,0,1,0,0,pin30
chr2-136378099,0,0,0,0,0,0,1,0,0,pin30
chr2-136394467,0,0,0,0,0,0,1,0,0,pin30
chr2-143967694,0,0,0,0,0,2,0,0,0,pin30
chr2-144199492,1,0,0,0,0,0,0,0,0,pin30
chr2-144230235,0,0,0,0,0,0,1,0,0,pin30
chr2-144240545,0,0,0,0,0,0,0,0,1,pin30
chr2-147606606,0,0,0,0,0,0,1,0,0,pin30
chr2-157415048,0,0,1,0,0,0,0,0,0,pin30
chr2-157451318,0,0,0,0,0,0,1,0,0,pin30
chr2-160049140,0,0,0,0,0,0,1,0,0,pin30
chr2-168441176,0,0,0,0,1,0,0,0,0,pin30
chr2-174589913,0,0,0,0,0,0,1,0,0,pin30
chr2-174618669,0,0,1,0,0,0,0,0,0,pin30
chr2-178403131,0,0,0,1,0,0,0,0,0,pin30
chr2-179049150,0,0,0,0,0,0,1,0,0,pin30
chr2-181105443,0,0,0,0,0,0,1,0,0,pin30
chr2-190319175,0,0,0,0,0,0,1,0,0,pin30
chr2-190884592,0,0,0,0,0,0,1,0,0,pin30
chr2-191015356,0,0,0,0,0,1,0,0,0,pin30
chr2-193893195,0,0,0,0,0,0,1,0,0,pin30
chr2-195570755,0,0,0,0,0,0,1,0,0,pin30
chr2-196068286,0,0,0,0,0,0,1,0,0,pin30
chr2-196237947,0,0,0,0,0,0,1,0,0,pin30
chr2-196915768,0,0,0,0,0,0,1,0,0,pin30
chr2-197293672,0,0,0,0,0,0,1,0,0,pin30
chr2-197994235,0,0,0,0,0,0,1,0,0,pin30
chr2-201118068,0,0,0,0,0,0,1,0,0,pin30
chr2-20349785,0,0,0,0,0,0,1,0,0,pin30
chr2-20579636,0,0,0,0,0,0,1,0,0,pin30
chr2-215318341,0,0,0,0,0,0,1,0,0,pin30
chr2-217754511,0,0,0,1,0,0,0,0,0,pin30
chr2-224575575,0,0,0,0,0,0,1,0,0,pin30
chr2-230655909,0,0,0,0,0,0,1,0,0,pin30
chr2-231706636,0,0,0,0,0,0,1,0,0,pin30
chr2-233079030,0,0,0,0,0,0,1,0,0,pin30
chr2-233083481,0,0,0,0,0,0,1,0,0,pin30
chr2-234291125,0,0,0,1,0,0,0,0,0,pin30
chr2-23490951,0,0,0,0,0,0,1,0,0,pin30
chr2-23491355,0,0,0,0,0,0,1,0,0,pin30
chr2-237154760,0,0,0,0,0,0,1,0,0,pin30
chr2-24048873,0,0,0,0,0,0,1,0,0,pin30
chr2-25559031,0,0,0,0,0,0,1,0,0,pin30
chr2-25879198,0,0,0,0,0,0,1,0,0,pin30
chr2-25896262,0,0,0,0,0,0,1,0,0,pin30
chr2-28054757,0,0,0,0,0,0,0,1,0,pin30
chr2-28054815,0,0,0,0,0,0,1,0,0,pin30
chr2-30155295,0,0,0,1,0,0,0,0,0,pin30
chr2-37796942,0,0,0,0,0,0,1,0,0,pin30
chr2-38099740,0,0,0,0,0,0,1,0,0,pin30
chr2-38666031,0,0,0,0,0,0,1,0,0,pin30
chr2-39168519,0,0,0,0,0,0,1,0,0,pin30
chr2-39214944,0,0,0,0,0,0,1,0,0,pin30
chr2-39378712,0,0,0,1,0,0,0,0,0,pin30
chr2-39775859,0,0,0,1,0,0,0,0,0,pin30
chr2-39902691,0,0,0,0,0,0,1,0,0,pin30
chr2-42102105,0,0,0,0,0,0,1,0,0,pin30
chr2-55268618,0,0,0,0,0,0,1,0,0,pin30
chr2-55269711,0,0,0,0,0,0,1,0,0,pin30
chr2-58483567,0,0,0,0,0,0,1,0,0,pin30
